s,x,y,tx,ty
12.998371,-24.324302,15.212359,-1.000000,0.000000
13.041321,-24.367252,15.212359,-1.000000,0.000000
13.084271,-24.410202,15.212359,-1.000000,0.000000
13.127221,-24.453152,15.212359,-1.000000,0.000000
13.170171,-24.496102,15.212359,-0.948683,0.316228
13.230912,-24.539052,15.255309,-0.948683,0.316228
13.273862,-24.582002,15.255309,-1.000000,0.000000
13.316812,-24.624952,15.255309,-1.000000,0.000000
13.359762,-24.667902,15.255309,-1.000000,-0.000000
13.402712,-24.710852,15.255309,-1.000000,0.000000
13.445662,-24.753802,15.255309,-0.948683,0.316228
13.506402,-24.796752,15.298259,-0.948683,0.316228
13.549352,-24.839702,15.298259,-1.000000,0.000000
13.592302,-24.882652,15.298259,-1.000000,0.000000
13.635252,-24.925602,15.298259,-1.000000,0.000000
13.678202,-24.968552,15.298259,-0.948683,0.316228
13.738943,-25.011502,15.341209,-0.948683,0.316228
13.781893,-25.054452,15.341209,-1.000000,0.000000
13.824843,-25.097402,15.341209,-1.000000,0.000000
13.867793,-25.140352,15.341209,-1.000000,0.000000
13.910743,-25.183302,15.341209,-1.000000,0.000000
13.953693,-25.226252,15.341209,-0.948683,0.316228
14.014433,-25.269202,15.384159,-0.948683,0.316228
14.057383,-25.312152,15.384159,-1.000000,0.000000
14.100333,-25.355102,15.384159,-1.000000,0.000000
14.143283,-25.398052,15.384159,-1.000000,0.000000
14.186233,-25.441002,15.384159,-1.000000,0.000000
14.229183,-25.483952,15.384159,-1.000000,0.000000
14.272133,-25.526902,15.384159,-0.948683,0.316228
14.332874,-25.569852,15.427109,-0.948683,0.316228
14.375824,-25.612802,15.427109,-1.000000,0.000000
14.418774,-25.655752,15.427109,-1.000000,0.000000
14.461724,-25.698702,15.427109,-1.000000,0.000000
14.504674,-25.741652,15.427109,-1.000000,0.000000
14.547624,-25.784602,15.427109,-1.000000,0.000000
14.590574,-25.827552,15.427109,-1.000000,0.000000
14.633524,-25.870502,15.427109,-0.948683,0.316228
14.694264,-25.913452,15.470059,-0.948683,0.316228
14.737214,-25.956402,15.470059,-1.000000,0.000000
14.780164,-25.999352,15.470059,-1.000000,0.000000
14.823114,-26.042302,15.470059,-1.000000,0.000000
14.866064,-26.085252,15.470059,-1.000000,0.000000
14.909014,-26.128202,15.470059,-0.948683,0.316228
14.969755,-26.171152,15.513009,-0.948683,0.316228
15.012705,-26.214102,15.513009,-1.000000,0.000000
15.055655,-26.257052,15.513009,-1.000000,0.000000
15.098605,-26.300002,15.513009,-1.000000,0.000000
15.141555,-26.342952,15.513009,-1.000000,0.000000
15.184505,-26.385902,15.513009,-0.948683,0.316228
15.245245,-26.428852,15.555959,-0.948683,0.316228
15.288195,-26.471802,15.555959,-1.000000,0.000000
15.331145,-26.514752,15.555959,-1.000000,0.000000
15.374095,-26.557702,15.555959,-1.000000,0.000000
